OBJECTID,FID_precipitation_Output_Features,lat,lon,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
3749,13136,30.875,91.875,490.088,473.489,434.594,533.701,570.009,399.73,535.466,448.844,361.939,424.706,376.296,387.788,444.643,423.458,552.852,597.591,539.311,460.149,424.976,446.766,412.365,519.912,424.907,427.592,318.766,362.863,578.297,424.758,435.033,424.906,362.355,465.447,588.42,379.287,426.851,397.099,439.944,472.666,335.619,463.69,523.89,455.977,493.963,464.587,355.669,495.796,338.066,455.902,400.391,448.993,563.44,473.493,561.337,520.264,527.124,559.225,560.345,465.726,378.756,478.142,619.464,332.04,424.66,546.676,391.936,509.664,643.285,323.992,594.651
3928,13399,31.125,93.625,475.037,436.139,434.126,492.37,514.104,366.337,501.022,416.721,377.402,401.902,377.654,398.938,412.279,402.758,458.335,462.59,499.766,504.046,402.279,371.43,360.047,472.885,453.135,368.539,363.091,361.266,481.48,373.18,408.026,391.585,361.319,450.434,518.545,407.961,432.709,390.743,390.194,478.543,363.256,471.977,423.129,443.225,473.165,469.491,349.693,494.513,323.14,406.337,388.587,383.854,498.192,459.126,484.723,480.498,416.444,544.27,482.932,428.875,359.091,397.511,512.421,369.069,447.252,465.529,402.516,472.906,483.411,368.349,446.794
15061,33235,50.375,124.625,492.803,534.306,351.306,653.142,495.416,527.251,411.597,462.975,505.777,457.842,517.375,564.873,466.156,538.66,464.968,550.446,375.244,434.128,510.593,450.159,412.666,438.746,452.93,419.159,509.38,382.816,383.411,499.039,347.803,489.433,453.925,359.681,600.958,567.264,519.134,539.091,583.173,515.819,443.935,479.947,559.184,514.115,554.848,546.651,491.633,575.564,464.229,420.668,497.855,418.769,732.901,420.846,420.869,394.583,401.706,545.03,443.441,416.098,427.069,309.539,447.584,539.235,526.391,473.505,516.608,594.502,389.231,374.157,467.171
1385,8561,26.375,100.125,1204.196,1093.21,1033.828,858.946,1126.119,996.547,886.621,1063.332,990.768,1130.423,860.777,1018.669,747.086,1044.232,1115.462,1009.153,941.816,1114.923,1205.474,1001.495,1069.15,901.584,1121.751,1011.409,897.055,1154.992,980.152,987.674,914.159,835.683,1151.786,1115.999,1014.575,855.317,813.895,860.723,1002.012,1045.971,1121.897,963.779,825.317,1106.107,1148.836,1123.286,890.671,1021.897,909.795,1101.642,1034.855,882.378,1134.648,1270.584,1154.012,1198.249,1200.919,917.894,1173.664,879.528,842.295,1126.842,1053.865,892.366,989.223,815.902,737.025,861.932,992.668,951.499,1096.7
3501,12705,30.375,112.125,1291.069,1129.07,1220.854,1045.492,1220.591,1167.643,1872.758,1067.651,1129.963,1110.935,1386.502,1226.853,1159.969,1069.994,1105.862,836.494,1490.133,1107.492,706.058,1302.152,1049.259,1300.728,1284.339,912.789,1012.261,1356.646,873.227,1256.6,891.781,1122.155,864.115,1247.533,1598.316,938.536,1341.746,1537.827,880.881,957.72,901.899,1343.278,1065.122,1466.95,1170.85,1143.56,1001.062,1136.994,1010.536,1031.488,1429.549,926.493,1307.468,1237.73,1194.988,900.646,1577.563,1158.838,1084.937,913.069,1107.265,1079.07,1108.286,1055.859,1219.428,889.972,1064.192,1187.539,1070.521,1199.884,1369.768
2532,11136,28.875,103.875,1386.18,1536.624,1090.041,1095.451,1008.975,1175.246,1424.823,1046.89,1192.493,1145.002,1172.591,1286.494,1012.039,1337.062,1131.35,1001.159,1212.613,1120.111,1150.801,1100.94,1174.582,991.006,1070.496,997.279,823.322,1259.126,1130.865,1088.421,1050.598,1055.583,1059.205,1226.607,968.72,1070.001,946.169,1006.92,1250.959,1123.486,976.128,882.022,1122.595,1117.791,1189.515,1128.843,961.394,857.194,920.166,958.747,931.426,898.347,934.122,1263.199,905.033,1054.324,1029.771,988.917,844.596,1038.751,792.904,943.342,941.976,841.411,1062.78,660.232,1222.644,1131.202,1265.425,1258.528,1281.939
6703,17579,35.125,114.625,686.186,850.262,625.188,640.499,597.2,638.937,833.072,731.862,754.695,595.422,858.61,516.893,430.268,663.562,707.013,828.356,973.872,470.113,438.209,894.124,514.83,683.336,592.321,734.684,671.166,810.732,691.888,554.253,631.464,694.018,583.452,600.837,644.951,488.098,640.241,747.494,937.912,744.983,368.123,633.281,440.715,570.413,785.515,631.818,530.008,681.525,801.538,546.146,698.526,466.925,816.086,525.398,903.276,546.854,480.002,978.699,763.116,676.296,618.534,657.854,654.277,759.575,679.879,592.794,620.115,510.913,530.944,708.818,821.091
13712,28387,45.625,128.625,599.828,476.847,518.232,662.866,632.888,599.751,501.285,803.935,665.483,666.316,417.393,672.209,830.815,556.685,563.878,702.681,568.223,605.61,536.553,465.895,602.273,560.84,378.305,669.774,533.572,563.06,573.16,455.789,431.521,598.786,553.435,365.979,585.007,647.512,469.147,550.984,597.749,661.418,504.528,663.552,638.89,588.697,540.843,620.264,570.989,613.458,815.663,590.607,511.037,601.797,597.723,351.269,631.206,398.983,597.677,506.396,504.219,493.617,528.218,353.145,460.092,546.178,502.925,387.137,591.354,659.503,372.703,467.125,649.522
14019,29158,46.375,129.375,628.726,503.468,497.085,750.102,692.932,619.322,473.18,768.161,702.189,687.246,507.757,686.533,831.755,576.215,576.952,806.071,595.602,686.429,565.175,523.331,636.89,578.869,383.033,669.888,562.305,580.379,632.524,429.161,453.784,582.119,558.324,392.75,578.6,708.415,484.246,591.334,580.125,689.774,484.979,684.273,645.817,545.735,608.744,646.703,585.705,633.071,770.627,585.657,545.516,684.144,598.467,339.249,647.465,376.952,587.59,477.1,524.04,523.619,552.888,364.412,477.569,638.99,553.344,482.247,613.308,680.79,409.921,534.285,672.034
12502,25937,43.375,92.125,70.561,68.937,41.026,53.311,60.117,48.971,70.952,46.269,47.889,35.416,82.202,91.467,40.215,73.683,35.82,43.337,67.121,49.661,46.257,54.193,41.406,59.562,84.657,52.377,54.372,100.16,30.272,60.141,55.73,45.307,61.803,65.286,49.031,54.308,49.112,66.52,86.113,13.862,49.404,59.831,102.396,43.344,96.129,68.682,50.795,60.79,77.336,82.233,56.198,34.504,76.18,43.546,39.215,33.81,43.412,49.225,20.942,63.723,28.521,62.351,23.766,28.39,49.311,25.536,43.624,23.31,56.191,85.37,63.476
2280,10666,28.375,114.375,1640.558,1781.947,1352.909,1595.912,1657.2,1776.681,1907.861,1562.625,1324.082,1416.451,1483.546,1347.129,1511.225,1700.494,1647.988,1054.198,1298.247,1425.659,1415.613,1608.467,1228.653,1768.399,1705.517,1083.893,1516.772,1681.4,1324.607,1648.142,1570.298,1744.703,1138.339,1210.758,1529.56,1545.042,1573.762,1622.681,1465.986,1278.027,1165.49,1530.546,1414.131,1723.438,1434.112,1393.442,1496.126,1690.072,1731.774,1696.94,1441.313,1674.587,1712.986,1761.991,1527.926,1300.916,1883.179,1250.324,1314.429,1436.923,1524.885,1117.441,1357.426,1261.401,1961.696,1124.684,2041.773,1212.43,1493.829,1655.017,1990.545
4703,14511,32.125,115.625,1275.831,1267.305,1115.391,1132.852,1102.404,665.286,1446.805,938.071,1414.076,922.348,885.59,866.987,1156.314,910.387,1017.661,1242.489,1263.074,820.146,595.403,962.839,1229.869,1212.222,1087.915,1072.975,1151.206,994.463,1136.378,1368.661,704.302,1155.862,556.407,1015.343,1303.822,819.318,1108.015,1423.12,1233.522,1114.591,869.085,1445.617,776.197,1127.381,1079.402,1531.913,798.143,1086.976,831.05,902.007,1162.727,852.684,1293.782,744.514,1039.817,663.116,1332.289,1507.879,977.545,1297.006,979.456,1183.291,1047.557,971.013,1083.259,678.41,903.362,760.963,1107.242,1304.418,1382.417
9864,22141,39.625,103.125,145.006,130.963,130.37,124.645,135.349,119.912,150.673,173.963,111.978,93.885,189.601,87.342,141.733,112.073,62.351,130.912,159.16,85.844,124.665,123.364,183.952,168.416,144.775,143.328,78.695,222.904,111.968,132.852,114.915,206.715,154.286,212.869,132.198,142.193,61.028,144.323,117.08,113.378,63.348,103.935,125.894,89.159,82.92,106.707,147.973,134.309,175.506,163.137,215.073,137.692,136.851,137.064,127.365,101.047,159.625,182.708,135.343,105.798,135.903,188.087,184.154,133.579,128.022,136.547,162.869,109.245,163.05,142.918,159.074
8462,20112,37.625,107.875,344.453,447.217,250.516,328.639,364.19,367.602,337.875,316.896,454.213,222.369,451.69,413.109,358.466,505.044,340.013,373.587,539.345,212.761,269.947,568.983,499.176,346.465,308.424,346.523,292.194,389.965,244.025,314.185,314.819,339.42,431.671,338.503,209.866,372.523,239.845,302.566,381.869,441.105,288.992,265.684,371.615,336.284,375.924,321.204,381.027,284.392,464.795,363.867,418.523,329.226,436.385,359.274,211.911,476.228,456.933,375.601,319.853,237.446,273.851,342.158,322.8,355.617,297.571,469.001,392.46,402.387,395.975,291.242,435.776
7085,18219,35.875,82.625,78.322,85.515,195.303,178.164,72.041,239.403,143.398,66.568,83.769,106.186,59.545,166.285,40.809,56.784,143.345,88.625,105.31,136.086,279.152,68.168,45.153,155.409,191.948,57.178,170.746,44.65,129.454,23.35,30.802,159.399,111.764,34.372,19.37,38.79,75.544,149.714,11.145,65.119,76.746,124.378,142.54,40.922,341.648,132.053,157.246,129.107,59.363,98.724,96.968,85.981,55.262,75.787,136.436,111.519,122.413,163.812,113.962,105.815,162.473,76.043,99.325,60.163,137.874,68.789,109.6,57.384,40.284,94.78,13.106
15293,35529,52.625,122.125,480.219,639.529,467.871,515.422,376.997,391.031,386.07,494.612,537.777,425.803,540.606,546.22,420.137,410.02,560.909,469.517,419.398,389.454,451.841,350.761,405.748,471.236,433.433,343.578,417.338,329.883,371.927,412.467,389.276,671.369,494.569,298.748,431.301,492.736,577.498,445.247,640.927,410.003,316.483,379.67,468.895,564.227,510.995,438.132,406.728,607.607,479.961,474.063,478.867,428.086,504.459,485.39,414.287,509.683,302.393,543.434,494.669,392.654,523.02,380.076,462.759,560.117,457.58,460.44,538.267,593.744,302.953,340.927,492.279
8903,20792,38.375,85.875,87.821,90.915,84.679,83.826,84.949,40.252,73.813,18.386,16.934,19.477,69.844,27.56,12.859,28.086,145.739,33.271,106.584,58.54,86.948,99.597,80.153,146.666,47.858,131.408,94.395,59.308,119.434,37.797,95.083,73.349,48.722,82.036,14.043,181.012,184.596,37.227,125.175,110.805,21.412,81.263,127.386,167.518,76.898,137.078,161.676,112.103,28.106,71.842,109.398,59.598,109.274,65.155,90.751,35.718,116.904,101.717,60.275,150.254,67.531,163.913,136.802,55.68,108.403,47.075,95.829,160.393,45.473,86.752,122.402
12598,26149,43.625,81.125,135.296,234.169,192.994,258.818,252.652,259.226,318.924,237.543,276.337,180.45,345.919,292.718,276.571,207.613,207.162,207.715,254.965,179.314,332.941,153.413,151.635,336.86,218.205,246.448,239.454,242.024,223.577,141.706,266.46,215.784,188.724,242.507,269.106,269.674,191.669,177.139,230.751,270.92,242.829,370.954,303.182,212.72,264.19,158.613,260.295,342.242,274.681,151.182,266.305,230.739,408.47,235.824,263.643,210.935,342.188,344.036,289.431,286.147,283.197,265.557,157.332,271.393,376.337,299.293,208.899,243.628,253.317,321.868,383.651
13969,29003,46.375,90.625,101.798,93.512,73.84,119.072,111.426,118.058,136.601,103.697,98.092,115.517,157.205,135.179,124.788,167.306,85.573,101.231,98.308,77.508,129.003,96.102,109.953,157.901,111.752,132.754,76.213,101.932,68.547,98.685,134.873,125.29,116.595,177.098,101.415,115.62,74.357,138.782,205.356,70.308,183.687,188.732,113.335,138.89,117.291,134.595,170.597,146.098,189.229,148.957,150.554,114.048,124.686,130.254,128.775,122.035,103.055,157.126,93.259,134.236,95.53,105.879,89.237,88.607,153.975,122.051,126.111,138.089,148.267,120.197,181.011
10942,23626,41.125,90.375,47.525,53.593,32.004,41.079,46.955,24.161,36.635,29.874,12.355,23.03,48.516,40.603,29.065,32.496,39.423,44.799,50.868,42.836,36.904,24.698,18.265,48.746,22.885,29.509,37.36,47.859,41.275,38.299,35.684,26.461,25.637,56.142,25.399,41.273,35.639,53.099,59.082,24.897,43.861,30.46,54.004,38.785,87.906,32.332,37.66,49.868,23.466,43.206,43.189,29.867,47.601,29.527,20.587,7.418,42.849,52.747,21.661,41.467,20.762,52.669,40.77,21.429,46.379,20.153,32.694,47.861,23.637,53.019,45.504
5706,16042,33.625,114.375,921.484,1055.28,776.119,698.728,680.255,599.268,1071.641,842.191,973.018,819.078,960.814,564.664,811.153,644.045,836.565,913.203,1082.234,783.901,396.176,948.637,725.074,720.352,762.934,831.331,739.905,746.562,851.372,807.38,819.179,773.951,544.463,1079.527,792.84,648.712,1007.371,852.936,1161.505,727.752,489.061,806.265,655.721,932.311,860.658,852.688,656.286,648.688,800.8,698.308,1008.956,550.647,1138.549,733.63,1176.411,586.175,728.285,1190.966,885.156,948.169,861.586,903.682,888.501,802.327,773.233,686.43,663.437,617.695,730.725,905.137,875.224
522,5827,23.625,120.625,2126.063,1757.799,2823.37,1984.78,1963.517,2316.53,1255.076,2167.1,1864.685,1741.998,1770.858,2583.819,2022.167,1517.513,2055.855,1450.825,1259.634,1669.358,2403.437,1316.27,2100.196,1903.501,1776.467,1503.348,3108.327,1924.521,2220.186,2483.483,2208.42,2701.555,2129.856,1682.458,1184.927,2606.73,2089.854,2088.922,1477.489,1980.625,1636.926,1918.297,1596.825,1482.016,2146.497,1381.522,2419.455,1125.206,2057.15,1223.598,1777.032,1710.55,2507.329,1545.153,2080.516,2442.034,2295.715,1234.29,1807.232,1694.009,2076.867,1627.443,2346.548,2061.473,2240.017,1515.606,2653.342,1935.901,1851.251,2385.762,2497.439
12326,25648,43.125,83.875,119.618,193.265,136.511,138.355,184.811,194.938,252.425,162.242,231.633,90.555,223.892,202.061,173.11,144.353,194.821,185.477,160.937,146.436,234.641,144.967,187.69,170.92,231.324,184.963,181.213,167.489,188.248,136.409,170.709,159.949,193.638,158.559,240.287,198.18,164.278,139.976,176.368,143.919,222.259,214.635,222.862,168.212,183.545,176.572,192.091,201.004,206.244,140.532,205.438,158.619,177.181,239.004,197.704,191.544,236.092,209.568,200.703,194.843,205.971,182.633,210.337,213.359,288.042,253.189,176.262,183.372,195.532,221.684,201.659
5159,15229,32.875,103.125,666.548,812.292,571.802,571.659,679.455,585.897,764.305,706.991,581.109,566.471,630.185,484.241,629.288,701.876,582.826,659.525,630.364,518.643,687.334,699.285,648.296,590.685,489.954,635.466,569.769,706.231,615.477,762.191,642.561,577.273,652.435,596.065,660.912,662.935,631.381,672.476,680.792,618.472,532.443,524.766,622.359,630.289,657.681,573.729,676.043,742.312,632.053,589.344,579.518,515.993,709.191,634.42,613.319,605.349,496.205,670.908,666.501,647.363,583.97,552.056,505.226,641.318,722.003,629.212,721.923,604.717,659.591,564.577,598.734
1269,8101,25.875,113.125,1748.471,1519.482,1505.278,1565.434,1498.305,1900.82,1453.101,1454.752,1491.454,1729.868,1027.004,1710.651,1538.601,2193.959,1530.994,1039.616,1493.252,1307.106,1175.206,1226.806,1755.44,1537.156,1902.786,1142.684,1638.442,1924.098,1458.51,2056.646,1717.946,1414.501,1246.572,1131.806,1548.373,1741.746,1605.33,1743.319,1324.113,1616.247,1318.374,1411.814,1395.375,1490.488,1593.835,1243.367,1884.498,1430.651,1962.163,1594.395,1341.83,2015.186,1312.321,1466.938,1645.091,1576.162,2054.757,1079.608,1528.97,1391.15,1784.943,1311.221,1326.008,1177.305,1426.301,1059.988,1900.82,1455.324,1566.439,1594.1,2071.484
9973,22319,39.875,83.625,47.506,63.648,39.664,43.472,55.437,38.033,63.872,32.676,36.111,38.271,109.175,24.645,43.487,20.353,83.406,25.221,35.467,23.294,52.083,43.067,18.541,40.645,48.825,117.184,63.54,35.713,61.468,23.913,68.562,55.385,62.04,86.069,14.598,94.888,83.761,46.676,35.759,33.625,43.271,97.681,48.542,122.067,56.007,46.244,87.195,95.413,16.944,59.872,72.1,65.104,87.678,67.328,43.802,25.705,39.878,79.733,30.198,88.248,38.055,85.556,87.787,40.511,73.696,57.323,40.913,103.801,36.639,76.603,51.082
250,4991,22.875,103.625,1610.25,1397.196,1295.697,1349.332,1393.04,1369.448,1327.252,1355.134,1293.458,1451.454,1299.525,1359.643,1520.077,1522.707,1229.061,1504.17,1380.466,1341.68,1589.657,1303.056,1412.61,1118.017,1640.31,1953.792,1463.548,1649.105,1219.123,1558.369,1453.812,1176.235,1815.252,1279.054,1034.263,1531.513,1549.156,1461.03,1287.042,1366.671,1683.992,1256.96,1333.195,1201.255,1598.426,1296.622,1202.159,1240.013,1855.276,1436.917,1785.509,1430.138,1332.547,1709.439,1489.305,1634.459,1644.072,1305.51,1379.885,1393.951,1076.288,1435.753,1825.825,1156.205,1095.81,1224.247,1320.743,1509.113,1252.148,1542.374,1354.078
14248,29895,47.125,121.625,458.562,490.5,241.63,327.172,433.682,490.141,538.378,372.686,396.844,552.837,441.723,413.88,600.7,360.161,356.952,448.255,414.003,369.087,394.749,299.192,346.195,501.141,446.796,411.54,333.405,455.059,395.695,405.081,414.862,412.638,368.527,333.114,403.028,467.951,389.708,516.051,486.993,506.794,476.539,429.949,532.93,373.366,639.789,487.188,362.666,494.269,551.622,344.047,418.268,385.04,588.779,319.332,301.322,284.302,352.763,424.678,234.917,509.277,418.356,308.635,430.09,411.28,324.975,476.381,537.066,618.844,377.092,363.901,419.14
481,5775,23.625,107.625,1487.166,1489.626,1326.321,1460.84,1259.146,1304.945,1003.792,1109.413,1121.32,1151.729,1052.682,1420.817,1171.083,1419.771,1170.882,973.193,1015.143,1360.672,1192.415,1482.394,1472.159,1246.793,1227.475,1334.169,1023.834,1521.361,1276.915,1114.491,1175.958,1266.2,1395.85,1246.143,1180.39,1299.896,1339.428,1256.689,975.42,1274.244,1423.596,1163.738,989.497,917.853,1279.93,1187.009,1075.994,1354.506,1725.337,1019.66,1296.443,1414.894,1193.575,1174.648,1010.415,1486.465,1285.493,1125.628,893.763,1162.344,1163.499,1067.137,1546.717,908.726,1186.026,1023.711,1125.412,1270.341,1205.963,1394.336,1219.994
3504,12708,30.375,112.875,1389.493,1223.587,1160.595,1138.182,1150.346,1149.367,1929.576,1093.838,1087.151,1195.001,1392.954,1298.152,1105.584,1031.292,1266.249,905.923,1420.042,1055.024,720.245,1261.606,999.269,1459.926,1282.819,872.132,1028.478,1302.987,906.305,1265.49,883.674,1215.875,813.566,1160.669,1611.651,1003.644,1419.708,1610.136,955.963,969.793,956.952,1367.424,1162.546,1480.449,1226.756,1240.644,1010.248,1311.782,1062.499,1148.546,1391.779,934.758,1293.1,1291.096,1164.087,907.068,1549.676,1226.183,1248.59,976.709,1083.661,1059.797,1152.689,1067.078,1290.147,886.748,1195.97,1216.362,1117.302,1271.987,1478.895
6281,16975,34.625,91.625,180.392,181.017,178.589,173.564,215.88,146.671,172.587,152.663,83.326,160.991,165.624,122.836,135.216,191.935,186.834,223.936,138.131,194.02,153.223,199.566,143.3,156.993,157.181,195.873,189.763,158.337,213.234,186.19,172.536,171.174,147.13,166.416,195.872,239.528,216.86,195.325,138.13,216.023,145.74,146.222,169.524,196.862,143.934,185.7,151.273,227.489,116.941,172.902,160.02,145.237,194.399,199.61,194.954,184.417,235.114,177.34,186.62,234.388,152.747,248.355,230.783,257.035,224.134,223.798,181.738,191.282,252.604,143.131,170.19
693,6506,24.375,98.375,1449.466,1276.398,1351.911,1561.267,1499.204,1432.567,1429.734,1642.296,1377.336,1279.544,1306.561,1589.027,1168.147,1460.038,1302.471,1506.1,1262.067,1494.791,1480.439,1466.965,1539.841,1352.156,1448.865,1303.468,1131.07,1780.364,1540.787,1240.883,1612.506,1550.232,1384.023,1451.551,1328.755,1473.25,1445.514,1960.958,1492.19,1453.367,1440.596,1303.562,1259.382,1463.9,1544.656,1509.158,1381.231,1366.944,1476.833,1683.472,1422.043,1690.915,1552.989,1652.072,1483.312,1827.458,1338.962,1063.806,1662.474,1248.987,1371.718,1502.319,1533.32,1207.816,1559.788,1317.668,1262.978,1300.444,1118.943,1254.946,1564.552
7065,18199,35.875,77.625,118.295,108.495,307.85,248.201,112.464,313.387,170.433,117.983,208.681,243.226,86.333,169.077,268.599,97.644,119.59,87.15,132.683,69.201,165.425,167.463,56.963,247.736,162.861,87.053,262.495,178.914,320.808,146.727,206.069,202.256,159.687,108.91,56.959,142.716,135.016,157.569,110.274,86.353,146.16,217.041,288.46,101.392,251.113,134.376,261.789,202.93,173.451,103.468,310.53,54.578,183.198,182.195,93.032,99.752,201.96,252.403,192.42,209.581,173.376,67.698,188.206,94.691,197.142,149.457,127.643,97.106,81.923,153.622,114.847
2925,11839,29.625,87.625,813.315,897.822,753.577,763.619,804.077,809.853,856.735,834.179,682.137,542.142,574.527,749.914,616.98,689.793,890.817,899.404,624.391,517.286,635.739,672.808,745.544,638.178,723.767,1042.52,571.478,1123.249,666.538,878.739,747.65,937.956,933.573,775.711,1011.75,750.547,707.412,786.056,774.405,740.008,745.304,791.067,904.175,827.376,922.99,820.044,679.902,655.688,589.175,698.999,957.312,986.331,945.181,1098.762,1101.448,1003.648,854.3,864.609,943.695,747.992,775.016,934.972,1091.902,788.499,873.873,1138.599,706.466,934.756,564.294,670.736,616.859
1415,8591,26.375,107.625,1159.552,1398.318,1263.794,1142.885,1322.142,1132.725,1523.338,1090.31,995.488,1083.236,1067.349,1205.494,1085.66,1245.383,1015.964,1147.945,1192.642,1307.914,976.506,1386.73,1253.088,1195.284,1252.887,1233.135,1221.54,1279.805,1201.654,1095.322,1396.412,1320.312,1175.471,1292.464,1256.557,909.333,1244.273,1230.973,1126.135,1177.621,994.851,993.469,1078.65,941.936,1113.345,1077.048,1104.003,1289.896,1292.365,1078.814,1091.39,1303.983,1142.507,1215.794,1462.068,954.703,1329.25,1009.464,1127.714,939.233,1069.485,1106.379,1287.721,1054.657,1115.243,804.368,1138.863,1008.946,1374.523,1509.914,1363.847
5440,15688,33.375,89.875,321.37,316.367,317.02,313.786,338.591,296.694,303.773,281.727,207.554,214.635,203.981,194.358,231.229,225.38,344.67,412.166,259.68,276.666,279.594,372.447,249.258,351.435,283.645,437.972,236.431,252.247,384.876,212.707,317.438,291.364,254.115,298.728,354.974,426.648,426.647,265.373,319.895,394.609,189.105,294.375,368.882,431.845,321.595,367.346,266.69,379.262,215.444,321.303,328.985,299.3,360.339,301.686,313.008,224.872,336.131,387.179,368.62,381.855,219.556,444.576,487.853,282.824,365.52,414.645,301.893,393.656,345.415,225.991,415.047
12458,25893,43.375,81.125,148.497,248.281,197.768,257.936,272.388,269.64,329.322,239.845,283.469,180.709,355.794,298.361,294.316,207.858,219.387,233.369,260.947,183.494,346.055,170.056,165.546,331.364,241.447,250.822,244.772,245.563,231.386,152.952,255.025,212.656,194.45,255.775,275.459,283.366,205.281,187.855,236.099,270.157,250.236,378.973,303.438,218.926,277.382,170.828,275.783,363.672,267.338,158.545,279.916,247.543,418.755,242.771,257.555,207.339,348.823,359.403,295.472,308.066,294.768,264.105,167.17,266.924,377.978,321.506,210.092,262.684,258.782,324.755,379.172
395,5510,23.375,105.375,1397.656,1315.84,1164.704,1339.73,1209.042,1330.065,1311.058,1197.03,1374.125,1205.814,1275.714,1389.033,1179.121,1471.633,1162.005,1207.563,1222.162,1250.143,1256.191,1087.746,1482.175,1144.79,1420.931,1459.961,1196.425,1479.636,1253.197,1180.449,1262.532,1138.751,1605.077,1232.561,1098.974,1229.412,1311.354,1310.494,1305.615,1236.312,1442.733,990.828,1055.017,968.565,1539.577,1148.997,1026.864,1223.162,1555.662,1228.485,1410.243,1454.591,1236.478,1245.798,1151.246,1394.331,1284.666,1143.285,1047.089,1168.26,1063.917,1108.252,1470.496,986.101,1018.996,1027.384,1234.41,1205.377,1200.684,1451.51,1084.858
2169,10554,28.375,86.375,811.321,1093.846,872.075,834.17,880.39,830.352,953.35,976.681,845.353,711.929,808.343,860.472,682.898,806.259,1002.106,887.307,727.894,624.475,686.407,682.243,839.151,742.585,873.898,1026.813,797.289,1107.355,736.781,1135.957,771.879,914.665,938.576,847.323,1136.369,982.986,892.965,1057.259,875.172,904.872,969.724,1037.537,1129.819,915.77,825.515,801.348,685.967,668.208,700.63,845.548,964.439,1200.611,994.116,1123.3,1118.933,1017.683,974.944,928.865,1020.015,680.145,824.043,864.343,1085.078,695.594,1080.248,1209.034,828.913,878.334,349.843,875.96,790.739
788,6770,24.625,100.375,1242.658,1141.749,983.075,1002.464,1227.035,1073.549,958.222,1234.684,1046.195,1207.678,830.836,1231.656,806.379,1218.177,1106.204,1032.31,978.418,1223.35,1445.692,1046.196,1252.282,1009.564,1386.97,1094.365,1018.557,1349.029,1104.323,1032.384,1153.885,1006.594,1058.262,1103.306,1105.322,1087.04,1016.294,1240.95,1047.807,1167.977,1231.193,1055.622,847.279,983.795,1170.239,1180.281,961.282,1119.343,1004.059,1196.216,1151.674,1160.999,1039.977,1254.412,1337.193,1345.414,1156.352,830.718,1097.666,971.618,1103.154,1270.462,1127.514,961.857,1074.372,967.597,840.081,1016.073,1004.172,1082.037,1283.42
11539,24416,41.875,95.875,83.911,76.387,57.88,68.207,79.847,35.313,52.384,52.396,40.985,34.706,63.207,50.913,45.103,56.272,50.601,41.097,75.376,38.457,70.778,47.054,37.1,78.918,63.628,83.19,54.191,79.398,49.855,52.435,74.039,79.785,47.651,114.007,41.684,67.42,37.216,56.741,73.983,29.187,22.436,48.382,70.981,33.341,66.344,33.122,70.4,79.788,40.126,39.298,43.651,58.298,36.186,38.474,44.311,37.58,53.299,72.397,39.002,54.736,42.021,85.897,27.67,40.719,41.304,52.645,88.665,52.188,63.045,56.15,77.257
12755,26423,43.875,85.625,123.134,209.08,135.348,175.035,226.443,224.451,266.071,203.822,251.015,118.41,321.435,293.927,242.55,207.563,134.098,173.328,197.184,149.486,244.231,146.573,132.708,231.86,237.576,240.13,243.83,195.445,174.152,189.305,174.285,142.818,179.712,180.244,164.405,179.7,170.588,235.317,209.621,184.471,205.827,282.299,300.348,194.855,255.447,239.972,355.482,294.108,257.053,176.314,265.957,140.525,291.742,305.73,223.043,170.143,351.535,216.13,210.001,303.937,191.033,205.443,176.598,219.568,246.928,252.345,233.642,290.194,184.823,265.21,379.123
1126,7613,25.375,119.125,1164.827,1485.892,1766.826,1549.684,1678.149,1709.932,1111.896,1273.584,1813.041,1290.441,1791.604,2012.91,1492.384,1889.549,1513.68,1375.572,1362.246,1572.55,1298.825,1108.122,1697.334,1485.322,1377.218,1201.41,2004.303,1934.582,1717.311,1796.13,1317.777,1392.906,1389.978,1463.839,1580.063,1622.198,1530.433,2034.617,1641.471,1584.695,1561.435,1653.834,1607.019,1487.375,2030.104,1293.107,1955.164,1413.638,1642.846,1319.102,1593.528,1847.691,1800.617,1494.601,1922.508,1833.464,1898.38,1052.414,1268.059,1709.115,2139.207,1502.71,1797.039,1521.204,1916.536,1227.41,2103.656,1723.9,1661.397,1898.51,2700.204
6562,17438,35.125,79.375,64.085,74.465,238.297,228.799,66.574,285.375,130.567,71.259,126.08,122.46,40.827,94.603,135.453,110.835,101.065,97.69,67.209,70.756,179.717,85.471,32.003,204.284,121.658,105.579,157.359,78.764,192.472,76.863,170.722,194.094,106.034,60.899,42.487,91.776,67.986,127.055,57.325,67.134,119.432,163.522,208.774,65.255,194.467,78.765,233.223,144.018,81.481,110.204,178.213,71.619,82.359,94.216,123.79,97.196,185.2,179.407,120.895,127.121,136.004,82.262,118.185,55.715,131.76,89.482,92.33,61.539,34.942,103.632,37.672
